tanggal,PM2.5,PM10,SO2,NO2,CO,O3
18/06/2015,6,26,2,8,300,80
18/06/2015,11,17,2,9,300,75
18/06/2015,7,35,2,23,400,56
18/06/2015,9,33,2,27,400,45
18/06/2015,13,24,2,42,400,44
19/06/2015,7,42,15,15,500,71
19/06/2015,7,23,3,7,400,69
19/06/2015,4,31,2,20,400,52
19/06/2015,12,35,6,67,500,16
19/06/2015,10,48,12,19,500,48
19/06/2015,11,54,5,8,500,52
19/06/2015,8,57,2,4,400,42
19/06/2015,10,26,2,8,400,30
19/06/2015,7,8,2,9,400,30
19/06/2015,4,11,2,8,400,36
19/06/2015,3,17,2,6,400,44
19/06/2015,6,24,2,3,400,39
19/06/2015,8,8,2,2,400,56
19/06/2015,9,9,2,2,300,67
19/06/2015,18,18,2,4,300,60
19/06/2015,3,44,2,2,400,61
19/06/2015,7,9,2,6,500,67
19/06/2015,19,28,2,14,600,65
19/06/2015,25,25,2,16,500,71
19/06/2015,21,30,2,17,500,68
19/06/2015,26,26,2,31,600,55
19/06/2015,18,36,2,49,600,31
19/06/2015,22,35,2,35,600,25
19/06/2015,18,19,2,22,500,31
20/06/2015,18,18,2,19,400,27
20/06/2015,21,36,2,22,500,19
20/06/2015,22,22,2,21,500,15
20/06/2015,10,10,2,18,400,19
20/06/2015,16,16,2,17,400,22
20/06/2015,15,17,2,44,400,3
20/06/2015,10,24,2,35,500,9
20/06/2015,22,43,2,44,600,5
20/06/2015,23,57,2,44,600,12
20/06/2015,28,45,2,60,600,19
20/06/2015,17,36,2,43,400,52
20/06/2015,17,27,2,28,400,82
20/06/2015,22,25,2,7,300,121
20/06/2015,4,15,2,2,300,136
20/06/2015,5,17,2,2,300,140
20/06/2015,3,19,2,2,300,143
20/06/2015,10,18,2,2,300,146
20/06/2015,14,17,2,2,300,150
20/06/2015,10,27,2,7,300,158
20/06/2015,15,29,2,9,400,157
20/06/2015,17,39,2,25,400,148
20/06/2015,23,49,2,26,400,146
20/06/2015,26,62,2,31,500,112
20/06/2015,23,39,2,14,500,110
21/06/2015,18,39,2,15,400,107
21/06/2015,23,35,2,15,400,104
21/06/2015,24,38,2,10,400,109
21/06/2015,24,39,2,9,400,103
21/06/2015,22,35,2,12,400,99
21/06/2015,25,36,2,12,500,92
21/06/2015,25,44,2,12,400,90
21/06/2015,26,46,2,30,500,71
21/06/2015,23,59,2,44,500,69
21/06/2015,37,77,2,65,500,64
21/06/2015,42,88,3,66,600,69
21/06/2015,36,88,2,52,500,110
21/06/2015,37,50,2,14,500,176
21/06/2015,40,45,3,14,500,176
21/06/2015,28,31,2,6,400,160
21/06/2015,18,31,2,4,400,171
21/06/2015,22,35,2,5,400,176
21/06/2015,21,45,2,4,400,176
21/06/2015,21,34,2,5,400,176
21/06/2015,33,61,2,9,400,176
21/06/2015,44,71,4,20,400,173
21/06/2015,40,78,4,21,500,163
21/06/2015,45,90,3,44,600,124
21/06/2015,49,109,3,51,700,103
22/06/2015,57,115,6,46,700,95
22/06/2015,62,109,8,40,800,79
22/06/2015,68,101,8,31,700,75
22/06/2015,63,80,6,23,900,82
22/06/2015,69,97,6,22,1000,82
22/06/2015,69,78,6,16,900,86
22/06/2015,63,92,6,19,900,88
22/06/2015,72,102,6,27,1000,72
22/06/2015,79,109,9,61,1000,50
22/06/2015,99,136,16,41,1200,81
22/06/2015,111,132,22,18,1400,127
22/06/2015,115,117,23,18,1300,161
22/06/2015,113,130,22,21,1200,176
22/06/2015,107,107,21,16,1000,176
22/06/2015,81,81,16,14,900,176
22/06/2015,77,92,19,12,800,176
22/06/2015,64,94,15,11,800,176
22/06/2015,69,89,13,12,800,176
22/06/2015,71,99,12,14,800,176
22/06/2015,70,113,10,22,900,176
22/06/2015,76,101,9,21,1000,161
22/06/2015,82,103,8,23,900,149
22/06/2015,79,94,5,30,900,126
22/06/2015,76,86,4,19,900,127
23/06/2015,75,91,4,12,900,126
23/06/2015,81,93,3,10,900,128
23/06/2015,83,105,4,11,900,128
23/06/2015,115,167,5,20,1100,104
23/06/2015,205,238,10,24,1500,98
23/06/2015,206,206,8,22,1500,92
23/06/2015,163,163,8,24,1500,86
23/06/2015,204,230,11,33,2000,73
23/06/2015,223,262,20,27,2400,91
23/06/2015,223,246,22,24,2200,119
23/06/2015,223,250,22,23,2300,132
23/06/2015,223,231,24,19,2100,156
23/06/2015,223,232,25,22,2000,176
23/06/2015,223,253,24,29,2200,176
23/06/2015,223,248,23,30,2200,176
23/06/2015,220,220,20,25,2200,176
23/06/2015,196,196,19,23,2000,176
23/06/2015,138,138,11,14,1200,176
23/06/2015,130,130,8,16,1000,176
23/06/2015,104,115,9,18,800,176
23/06/2015,105,113,8,22,800,176
23/06/2015,92,121,6,19,700,176
23/06/2015,99,134,9,18,900,164
23/06/2015,137,171,14,21,1100,167
24/06/2015,165,208,15,26,1200,156
24/06/2015,175,202,13,24,1200,126
24/06/2015,168,191,11,30,1100,89
24/06/2015,187,212,10,26,1200,89
24/06/2015,143,143,8,18,1000,81
24/06/2015,101,101,7,16,800,78
24/06/2015,96,103,7,21,800,67
24/06/2015,123,136,4,32,900,50
24/06/2015,123,123,6,32,900,57
24/06/2015,111,117,7,31,900,62
24/06/2015,112,112,8,24,900,74
24/06/2015,111,187,3,37,1000,46
24/06/2015,122,122,2,51,1100,32
24/06/2015,131,131,2,57,1100,48
24/06/2015,138,138,3,47,1000,59
24/06/2015,137,137,2,44,1000,58
24/06/2015,146,146,2,46,1000,68
24/06/2015,132,132,3,35,1000,84
24/06/2015,150,150,3,37,1100,91
24/06/2015,154,154,3,44,1100,86
24/06/2015,165,173,3,58,1300,67
24/06/2015,167,167,2,61,1300,46
24/06/2015,147,147,3,61,1200,36
24/06/2015,135,135,2,50,1100,35
25/06/2015,152,152,2,38,1100,26
25/06/2015,144,144,2,20,1000,34
25/06/2015,147,147,2,17,1000,30
25/06/2015,157,157,2,27,1100,22
25/06/2015,161,161,2,54,1100,8
25/06/2015,156,156,2,74,1300,2
25/06/2015,169,169,2,71,1400,2
25/06/2015,160,160,3,64,1300,4
25/06/2015,157,157,4,50,1200,20
25/06/2015,144,144,6,28,1000,57
25/06/2015,150,150,6,23,1000,75
25/06/2015,151,151,5,17,1000,100
25/06/2015,153,153,4,24,1100,122
25/06/2015,158,158,4,28,1000,145
25/06/2015,164,164,4,23,1000,176
25/06/2015,172,172,4,43,1100,156
25/06/2015,154,154,3,50,1100,124
25/06/2015,158,158,2,37,1000,155
25/06/2015,135,135,2,33,900,143
25/06/2015,115,115,2,36,800,131
25/06/2015,110,110,2,36,800,118
25/06/2015,142,142,2,27,1000,102
25/06/2015,156,156,2,58,1000,78
25/06/2015,142,142,2,68,900,53
26/06/2015,164,164,2,36,1000,55
26/06/2015,141,141,2,19,900,61
26/06/2015,135,135,2,16,700,52
26/06/2015,145,145,2,30,800,52
26/06/2015,108,108,2,5,700,137
26/06/2015,95,95,2,2,700,142
26/06/2015,85,85,2,2,700,135
26/06/2015,98,98,2,5,700,121
26/06/2015,103,103,2,14,800,104
26/06/2015,112,112,2,14,900,100
26/06/2015,115,115,2,24,900,88
26/06/2015,119,119,2,19,900,107
26/06/2015,92,92,2,7,700,139
26/06/2015,94,94,2,7,700,164
26/06/2015,77,77,2,6,700,176
26/06/2015,89,89,2,7,700,176
26/06/2015,84,84,2,12,700,176
26/06/2015,96,96,2,18,800,176
26/06/2015,113,113,2,24,800,176
26/06/2015,122,122,2,27,800,176
26/06/2015,122,122,2,18,700,176
26/06/2015,26,39,2,11,500,118
26/06/2015,18,18,2,27,500,91
26/06/2015,25,25,2,18,500,74
27/06/2015,26,26,2,9,400,54
27/06/2015,18,18,2,14,400,44
27/06/2015,17,17,2,15,300,30
27/06/2015,21,36,2,72,400,2
27/06/2015,22,22,2,58,400,7
27/06/2015,26,26,2,22,400,24
27/06/2015,34,34,2,40,500,8
27/06/2015,40,40,2,26,500,19
27/06/2015,40,41,2,25,500,32
27/06/2015,44,44,2,60,600,18
27/06/2015,43,67,2,83,700,3
27/06/2015,54,66,2,78,700,12
27/06/2015,86,86,5,38,800,76
27/06/2015,106,115,9,21,1000,125
27/06/2015,110,110,7,20,900,146
27/06/2015,116,116,4,16,800,168
27/06/2015,120,120,3,14,800,176
27/06/2015,142,142,3,19,900,176
27/06/2015,153,153,3,22,1000,176
27/06/2015,161,161,2,23,1100,176
27/06/2015,162,162,2,23,1100,165
27/06/2015,165,165,2,27,1100,144
27/06/2015,160,160,2,28,1100,124
27/06/2015,164,164,2,26,1100,110
28/06/2015,177,177,2,25,900,105
28/06/2015,125,125,2,29,700,66
28/06/2015,128,128,7,32,600,49
28/06/2015,116,116,4,24,600,51
28/06/2015,94,94,5,18,700,58
28/06/2015,85,85,6,14,800,60
28/06/2015,86,86,6,14,800,60
28/06/2015,98,104,6,22,900,56
28/06/2015,125,125,8,20,900,70
28/06/2015,133,133,11,19,1100,81
28/06/2015,137,137,13,21,1100,96
28/06/2015,149,149,12,19,1300,123
28/06/2015,173,173,11,25,1600,140
28/06/2015,197,197,10,24,1700,176
28/06/2015,204,204,9,17,1600,176
28/06/2015,211,211,7,17,1800,176
28/06/2015,200,200,4,19,1600,176
28/06/2015,181,181,2,21,1300,176
28/06/2015,150,150,2,18,1000,176
28/06/2015,140,140,7,21,900,176
28/06/2015,136,136,7,29,1000,176
28/06/2015,195,195,5,35,1500,176
28/06/2015,176,176,7,28,1300,153
28/06/2015,183,183,7,26,1200,127
29/06/2015,187,187,7,23,1200,115
29/06/2015,186,186,6,21,1200,102
29/06/2015,176,176,5,20,1200,89
29/06/2015,174,174,4,20,1200,74
29/06/2015,186,186,2,41,1300,46
29/06/2015,197,197,2,65,1500,14
29/06/2015,200,200,2,63,1600,15
29/06/2015,198,198,2,69,1400,18
29/06/2015,198,198,4,53,1400,38
29/06/2015,194,194,5,65,1400,36
29/06/2015,201,201,7,56,1300,56
29/06/2015,188,188,7,20,1200,94
29/06/2015,180,180,4,38,1700,66
29/06/2015,184,184,2,40,2000,55
29/06/2015,80,80,2,9,800,61
29/06/2015,33,33,2,12,500,63
29/06/2015,20,20,2,16,300,61
29/06/2015,8,8,2,18,200,57
29/06/2015,10,10,2,34,300,38
29/06/2015,14,14,2,29,300,37
29/06/2015,11,11,2,22,300,33
29/06/2015,14,14,2,24,300,20
29/06/2015,21,21,2,27,300,30
29/06/2015,18,18,2,20,300,23
30/06/2015,19,19,2,54,300,3
30/06/2015,25,25,2,41,300,4
30/06/2015,25,25,2,24,200,10
30/06/2015,18,18,2,37,200,2
30/06/2015,8,8,2,27,200,14
30/06/2015,12,12,2,32,200,3
30/06/2015,3,5,2,46,200,4
30/06/2015,6,6,2,54,200,4
30/06/2015,18,18,2,46,300,11
30/06/2015,9,14,2,30,300,25
30/06/2015,3,17,2,24,300,29
30/06/2015,12,12,2,19,200,34
30/06/2015,11,14,2,13,200,48
30/06/2015,19,19,2,5,100,70
30/06/2015,30,30,2,7,100,79
30/06/2015,3,13,2,5,100,82
30/06/2015,12,15,2,4,100,94
30/06/2015,13,13,2,9,200,112
30/06/2015,12,18,2,14,200,110
30/06/2015,14,34,2,20,200,100
30/06/2015,15,48,2,25,300,84
30/06/2015,26,37,2,35,400,68
30/06/2015,22,28,2,27,400,68
30/06/2015,10,25,2,17,300,68
01/07/2015,21,21,2,21,300,56
01/07/2015,19,22,2,27,300,46
01/07/2015,18,18,2,21,300,41
01/07/2015,16,16,2,24,300,36
01/07/2015,20,20,2,15,200,39
01/07/2015,19,34,2,23,300,23
01/07/2015,22,36,2,34,400,12
01/07/2015,25,28,2,41,500,18
01/07/2015,26,53,6,49,500,16
01/07/2015,26,53,6,49,500,16
01/07/2015,16,16,5,12,200,56
01/07/2015,3,30,10,7,200,66
01/07/2015,16,32,6,9,200,71
01/07/2015,24,24,5,7,200,77
01/07/2015,19,27,3,9,200,70
01/07/2015,3,65,2,15,200,52
01/07/2015,33,33,2,9,200,52
01/07/2015,11,17,2,3,200,63
01/07/2015,6,30,2,7,200,54
01/07/2015,7,7,2,4,200,52
01/07/2015,3,5,2,4,200,53
01/07/2015,5,8,2,7,200,51
01/07/2015,8,8,2,8,200,55
01/07/2015,8,8,2,2,200,59
02/07/2015,7,7,2,4,200,61
02/07/2015,5,5,2,4,300,55
02/07/2015,6,10,2,3,100,50
02/07/2015,3,8,2,13,200,43
02/07/2015,3,10,2,29,300,36
02/07/2015,7,20,6,32,300,30
02/07/2015,6,26,12,32,500,28
02/07/2015,5,20,15,31,400,31
02/07/2015,4,16,16,15,400,46
02/07/2015,20,20,14,9,300,58
02/07/2015,9,13,14,12,300,64
02/07/2015,3,11,7,11,300,69
02/07/2015,14,14,6,7,300,78
02/07/2015,3,5,7,5,300,86
02/07/2015,17,17,2,3,200,82
02/07/2015,7,8,2,5,200,79
02/07/2015,12,12,2,5,200,82
02/07/2015,28,28,2,7,200,81
02/07/2015,8,8,2,11,200,79
02/07/2015,12,12,2,10,200,76
02/07/2015,3,12,2,12,200,69
02/07/2015,3,21,2,16,300,59
02/07/2015,12,32,2,27,300,45
02/07/2015,6,20,2,21,300,46
03/07/2015,7,22,2,19,300,45
03/07/2015,10,24,2,14,300,45
03/07/2015,7,47,2,44,300,21
03/07/2015,7,30,2,48,300,15
03/07/2015,7,17,2,32,400,21
03/07/2015,12,28,2,43,400,12
03/07/2015,16,46,2,29,500,24
03/07/2015,21,67,4,36,700,21
03/07/2015,18,89,7,51,800,18
03/07/2015,20,80,14,49,1200,30
03/07/2015,18,87,22,54,1600,39
03/07/2015,25,51,12,33,900,64
03/07/2015,16,43,6,20,600,87
03/07/2015,20,42,6,18,600,106
03/07/2015,31,40,4,16,500,126
03/07/2015,30,44,4,18,600,154
03/07/2015,36,58,7,23,800,176
03/07/2015,47,74,15,25,1300,176
03/07/2015,39,63,11,20,1100,176
03/07/2015,22,48,8,20,800,176
03/07/2015,16,47,6,28,700,159
03/07/2015,30,60,7,35,800,138
03/07/2015,40,110,11,33,1000,124
03/07/2015,27,80,13,27,1200,115
04/07/2015,35,66,12,32,1300,94
04/07/2015,32,37,9,30,1100,70
04/07/2015,26,56,6,37,800,47
04/07/2015,22,41,5,40,800,40
04/07/2015,25,34,6,37,700,41
04/07/2015,15,48,6,35,700,40
04/07/2015,17,83,2,34,800,39
04/07/2015,19,32,3,26,800,47
04/07/2015,27,30,4,27,800,53
04/07/2015,27,41,5,28,800,57
04/07/2015,28,57,8,34,700,56
04/07/2015,36,72,8,40,800,56
04/07/2015,54,73,8,50,800,57
04/07/2015,53,81,9,66,800,57
04/07/2015,59,64,7,63,700,62
04/07/2015,40,53,7,49,700,80
04/07/2015,13,84,5,41,600,91
04/07/2015,43,94,3,66,700,63
04/07/2015,53,53,3,72,700,61
04/07/2015,54,61,2,54,700,64
04/07/2015,56,56,2,53,700,73
04/07/2015,52,64,2,68,700,51
04/07/2015,63,102,2,103,900,7
04/07/2015,52,52,2,54,700,37
05/07/2015,58,58,2,88,700,10
05/07/2015,58,58,2,30,600,42
05/07/2015,63,63,2,41,600,32
05/07/2015,65,65,2,30,600,35
05/07/2015,62,62,2,44,600,23
05/07/2015,69,69,2,31,600,31
05/07/2015,69,69,2,16,600,43
05/07/2015,70,70,2,23,600,45
05/07/2015,68,68,2,29,600,56
05/07/2015,76,81,4,58,700,44
05/07/2015,80,80,12,48,1100,70
05/07/2015,73,73,21,28,1100,99
05/07/2015,62,62,15,13,800,132
05/07/2015,56,56,16,10,900,156
05/07/2015,38,39,15,9,900,174
05/07/2015,43,65,15,10,1000,176
05/07/2015,59,64,15,13,1000,176
05/07/2015,59,78,17,16,1200,176
05/07/2015,82,85,16,22,1300,176
05/07/2015,73,96,10,27,1200,176
05/07/2015,65,90,7,34,1000,176
05/07/2015,67,93,6,45,1000,156
05/07/2015,77,110,7,48,1500,133
05/07/2015,74,127,5,39,1100,112
06/07/2015,67,88,4,29,700,102
06/07/2015,67,75,4,27,600,80
06/07/2015,70,70,4,22,500,70
06/07/2015,70,70,2,18,600,71
06/07/2015,68,68,2,18,600,71
06/07/2015,74,75,3,22,600,69
06/07/2015,83,95,5,21,700,67
06/07/2015,94,94,9,28,800,60
06/07/2015,101,101,20,39,2500,53
06/07/2015,113,113,27,43,2600,60
06/07/2015,103,103,29,26,2400,96
06/07/2015,82,82,22,22,1500,121
06/07/2015,82,82,21,31,1500,126
06/07/2015,66,66,15,19,1000,157
06/07/2015,83,83,14,19,1100,176
06/07/2015,75,75,13,15,1100,176
06/07/2015,73,73,11,16,1000,176
06/07/2015,76,76,10,19,1000,176
06/07/2015,58,68,9,19,1000,176
06/07/2015,67,70,9,22,1000,176
06/07/2015,62,80,6,33,1000,176
06/07/2015,64,91,5,46,1000,144
06/07/2015,64,95,4,56,1100,101
06/07/2015,62,100,4,54,900,91
07/07/2015,55,95,4,44,700,86
07/07/2015,53,88,4,37,700,79
07/07/2015,58,102,4,34,600,71
07/07/2015,78,105,4,27,700,63
07/07/2015,77,77,4,20,600,59
07/07/2015,73,73,4,17,500,57
07/07/2015,70,70,4,20,600,49
07/07/2015,78,78,7,21,700,52
07/07/2015,80,80,9,23,800,62
07/07/2015,87,87,9,32,900,67
07/07/2015,84,85,10,24,1000,96
07/07/2015,91,96,11,20,1000,137
07/07/2015,99,99,10,24,900,171
07/07/2015,89,89,8,26,900,176
07/07/2015,84,84,7,33,900,176
07/07/2015,73,79,7,21,900,176
07/07/2015,66,97,5,15,800,176
07/07/2015,65,78,5,13,700,176
07/07/2015,56,72,5,15,600,176
07/07/2015,61,74,5,19,600,176
07/07/2015,63,82,4,26,700,176
07/07/2015,67,86,4,28,700,166
07/07/2015,66,74,5,31,900,144
07/07/2015,58,80,6,24,700,130
08/07/2015,62,99,6,28,600,114
08/07/2015,67,103,5,30,700,84
08/07/2015,76,98,5,28,600,71
08/07/2015,83,118,4,25,700,65
08/07/2015,105,128,3,22,700,67
08/07/2015,122,125,4,24,800,58
08/07/2015,132,132,4,25,900,50
08/07/2015,127,127,5,29,900,49
08/07/2015,164,168,7,33,1100,47
08/07/2015,171,171,8,34,1200,63
08/07/2015,171,171,7,36,1300,89
08/07/2015,175,175,7,36,1300,123
08/07/2015,192,192,6,33,1400,162
08/07/2015,202,202,6,35,1500,176
08/07/2015,193,193,7,28,1400,176
08/07/2015,176,176,7,22,1200,176
08/07/2015,125,125,7,14,800,176
08/07/2015,105,105,6,11,700,176
08/07/2015,109,109,6,16,700,176
08/07/2015,104,104,6,17,700,176
08/07/2015,103,120,5,27,800,176
08/07/2015,106,144,5,34,900,174
08/07/2015,89,119,7,30,800,176
08/07/2015,73,73,10,27,600,140
09/07/2015,63,78,12,31,600,102
09/07/2015,59,89,9,32,600,88
09/07/2015,58,77,7,29,500,75
09/07/2015,63,75,6,24,500,67
09/07/2015,65,67,6,21,500,64
09/07/2015,72,74,6,18,500,64
09/07/2015,75,83,4,17,500,62
09/07/2015,74,89,5,45,700,45
09/07/2015,83,92,10,30,800,67
09/07/2015,94,103,17,26,1000,80
09/07/2015,88,93,18,23,1000,97
09/07/2015,111,118,17,18,1200,131
09/07/2015,105,105,17,21,1100,155
09/07/2015,114,114,20,29,1200,176
09/07/2015,113,113,20,17,1200,176
09/07/2015,91,91,13,16,800,176
09/07/2015,85,100,11,16,1000,176
09/07/2015,85,85,9,13,900,176
09/07/2015,78,79,8,16,600,176
09/07/2015,82,102,7,20,700,176
09/07/2015,62,62,5,25,500,176
09/07/2015,56,65,5,31,500,158
09/07/2015,43,62,4,34,500,131
09/07/2015,47,66,4,35,500,104
10/07/2015,38,52,4,32,500,90
10/07/2015,37,59,4,36,500,68
10/07/2015,36,96,8,52,400,43
10/07/2015,40,76,8,47,500,40
10/07/2015,36,63,8,41,500,43
10/07/2015,37,77,8,41,500,36
10/07/2015,44,89,9,36,500,38
10/07/2015,43,82,7,26,500,48
10/07/2015,46,85,8,26,500,52
10/07/2015,60,119,9,25,600,62
10/07/2015,57,61,7,26,600,73
10/07/2015,59,59,7,26,500,92
10/07/2015,45,51,7,17,500,130
10/07/2015,61,62,7,16,700,169
10/07/2015,49,49,6,15,600,176
10/07/2015,65,65,7,14,500,176
10/07/2015,66,74,7,11,500,176
10/07/2015,74,76,7,11,600,176
10/07/2015,73,87,7,14,700,176
10/07/2015,73,82,8,17,800,176
10/07/2015,72,75,8,24,600,176
10/07/2015,67,144,7,31,600,161
10/07/2015,43,102,5,22,500,147
10/07/2015,56,84,4,18,500,141
11/07/2015,58,58,2,6,500,145
11/07/2015,51,51,2,14,500,121
11/07/2015,52,52,2,16,500,99
11/07/2015,47,47,2,13,500,91
11/07/2015,51,51,2,19,500,76
11/07/2015,54,54,2,21,500,63
11/07/2015,63,63,2,30,500,48
11/07/2015,65,65,2,27,500,47
11/07/2015,62,73,5,22,600,64
11/07/2015,95,119,11,17,700,93
11/07/2015,102,115,14,16,800,108
11/07/2015,107,144,16,14,1000,139
11/07/2015,126,132,17,20,1200,176
11/07/2015,122,126,14,17,1100,176
11/07/2015,150,157,15,23,1500,176
11/07/2015,141,141,13,24,1400,176
11/07/2015,122,122,9,13,800,176
11/07/2015,107,127,7,12,700,176
11/07/2015,121,121,8,13,700,176
11/07/2015,121,144,9,19,700,176
11/07/2015,122,154,10,22,800,176
11/07/2015,118,166,8,31,800,176
11/07/2015,118,142,6,41,800,138
11/07/2015,114,135,5,32,800,129
12/07/2015,117,117,4,18,700,142
12/07/2015,113,128,4,20,700,114
12/07/2015,107,116,3,21,600,96
12/07/2015,105,112,2,27,600,86
12/07/2015,109,109,2,44,700,79
12/07/2015,108,113,3,117,800,19
12/07/2015,108,116,2,35,700,73
12/07/2015,109,143,3,63,800,50
12/07/2015,115,128,5,88,800,45
12/07/2015,128,133,6,59,800,98
12/07/2015,112,137,6,33,700,152
12/07/2015,107,158,6,31,800,176
12/07/2015,117,139,6,24,700,176
12/07/2015,103,132,6,18,700,176
12/07/2015,109,110,5,12,700,176
12/07/2015,92,94,5,10,700,176
12/07/2015,79,79,5,10,600,176
12/07/2015,82,223,4,13,600,176
12/07/2015,52,52,2,17,500,165
12/07/2015,45,70,2,30,500,145
12/07/2015,48,98,2,19,500,148
12/07/2015,57,69,2,51,600,102
12/07/2015,68,109,2,82,700,65
12/07/2015,66,66,2,31,500,99
13/07/2015,59,101,2,34,600,80
13/07/2015,62,62,2,27,500,102
13/07/2015,61,63,2,21,500,114
13/07/2015,65,74,2,27,500,115
13/07/2015,70,99,2,47,600,86
13/07/2015,67,71,2,82,600,62
13/07/2015,55,76,2,32,500,105
13/07/2015,68,139,2,33,600,82
13/07/2015,62,106,2,64,700,62
13/07/2015,64,91,3,91,800,79
13/07/2015,67,135,4,92,700,113
13/07/2015,68,68,3,19,400,176
13/07/2015,39,39,2,5,200,176
13/07/2015,23,23,2,3,200,172
13/07/2015,22.5,50.5,2,4,200,148
13/07/2015,22,78,2,4,200,176
13/07/2015,31,64,2,7,300,176
13/07/2015,33,69,2,10,300,176
13/07/2015,36,87,2,16,400,176
13/07/2015,35,77,2,18,400,176
13/07/2015,39,81,3,25,500,176
13/07/2015,61,104,2,26,500,162
13/07/2015,55,102,3,30,600,150
13/07/2015,56,113,3,25,600,147
14/07/2015,59,118,3,36,700,114
14/07/2015,72,202,2,15,400,130
14/07/2015,18,108,2,5,300,134
14/07/2015,27,37,2,20,400,108
14/07/2015,35,35,2,24,400,95
14/07/2015,31,36,2,49,400,52
14/07/2015,28,60,2,42,400,43
14/07/2015,28,40,2,25,400,53
14/07/2015,25,45,2,31,400,61
14/07/2015,25,38,2,25,300,87
14/07/2015,33,67,2,32,400,100
14/07/2015,38,48,2,12,300,139
14/07/2015,27,32,2,6,200,174
14/07/2015,30,34,2,6,300,176
14/07/2015,34,50,3,12,500,176
14/07/2015,38,60,6,9,500,176
14/07/2015,41,68,7,8,500,176
14/07/2015,44,88,9,20,600,176
14/07/2015,33,96,2,11,300,145
14/07/2015,29,35,2,15,300,134
14/07/2015,31,38,2,12,300,135
14/07/2015,27,46,2,12,300,129
14/07/2015,19,29,2,9,200,129
14/07/2015,21,27,2,10,200,125
15/07/2015,17,30,2,19,200,106
15/07/2015,23,26,2,14,200,109
15/07/2015,24,30,2,35,300,86
15/07/2015,26,35,2,87,300,31
15/07/2015,19,31,2,19,300,96
15/07/2015,18,32,2,20,300,83
15/07/2015,18,32,2,11,300,94
15/07/2015,21,48,2,34,300,70
15/07/2015,26,50,2,40,300,61
15/07/2015,27,56,2,26,400,71
15/07/2015,30,77,2,60,500,32
15/07/2015,34,62,2,39,400,48
15/07/2015,27,50,2,28,400,66
15/07/2015,35,53,4,26,400,80
15/07/2015,42,109,2,59,600,45
15/07/2015,43,91,3,45,600,80
15/07/2015,44,53,4,21,500,109
15/07/2015,49,57,6,24,600,94
15/07/2015,46,54,5,19,600,101
15/07/2015,44,51,6,13,500,131
15/07/2015,30,45,3,11,400,139
15/07/2015,32,41,2,10,400,128
15/07/2015,39,47,2,23,400,103
15/07/2015,39,55,2,36,500,71
16/07/2015,45,67,2,27,500,59
16/07/2015,48,48,2,2,500,123
16/07/2015,44,44,2,2,400,88
16/07/2015,49,49,2,10,500,85
16/07/2015,51,51,2,7,500,82
16/07/2015,53,53,2,2,400,87
16/07/2015,57,57,2,2,500,112
16/07/2015,36,36,2,6,600,107
16/07/2015,31,31,2,21,700,94
16/07/2015,30,30,2,16,600,89
16/07/2015,34,34,2,21,600,79
16/07/2015,32,32,2,13,500,93
16/07/2015,34,42,2,31,700,52
16/07/2015,39,39,2,33,700,60
16/07/2015,30,30,2,21,500,69
16/07/2015,25,25,2,19,500,73
16/07/2015,28,28,2,48,600,40
16/07/2015,29,29,2,66,600,25
16/07/2015,26,40,2,55,700,24
16/07/2015,36,37,2,56,600,29
16/07/2015,29,36,2,69,500,16
16/07/2015,28,42,2,74,600,4
16/07/2015,28,30,2,20,400,41
16/07/2015,21,27,2,7,400,38
17/07/2015,31,37,2,21,500,25
17/07/2015,36,36,2,34,600,26
17/07/2015,31,31,2,44,600,16
17/07/2015,35,35,2,47,500,8
17/07/2015,17,17,2,11,400,45
17/07/2015,15,15,2,14,400,44
17/07/2015,31,31,2,21,600,40
17/07/2015,32,32,2,28,700,40
17/07/2015,29,29,2,24,800,45
17/07/2015,37,37,2,33,900,34
17/07/2015,38,38,2,46,1000,22
17/07/2015,34,34,2,33,700,31
17/07/2015,37,37,2,26,800,32
17/07/2015,34,34,2,26,500,43
17/07/2015,25,25,2,14,400,66
17/07/2015,30,47,4,5,400,108
17/07/2015,40,48,4,5,500,126
17/07/2015,43,51,6,7,700,139
17/07/2015,50,54,6,8,800,150
17/07/2015,57,60,5,13,800,140
17/07/2015,52,64,2,20,800,105
17/07/2015,63,71,2,24,900,83
17/07/2015,62,63,2,20,900,69
17/07/2015,65,68,2,33,900,43
18/07/2015,80,80,2,51,1000,37
18/07/2015,58,58,2,7,600,81
18/07/2015,46,46,2,2,600,72
18/07/2015,46,46,2,2,600,82
18/07/2015,20,20,2,2,500,83
18/07/2015,31,31,2,2,500,83
18/07/2015,29,29,2,2,500,83
18/07/2015,21,21,2,3,400,81
18/07/2015,27,27,2,5,400,63
18/07/2015,38,38,2,14,500,64
18/07/2015,35,35,2,4,400,82
18/07/2015,28,28,2,2,400,93
18/07/2015,32,32,2,2,400,117
18/07/2015,34,34,2,3,400,137
18/07/2015,32,32,2,5,400,161
18/07/2015,36,36,2,6,400,176
18/07/2015,52,52,2,9,500,176
18/07/2015,48,48,2,7,500,176
18/07/2015,27,30,2,8,500,155
18/07/2015,30,30,2,9,500,138
18/07/2015,22,22,2,10,500,131
18/07/2015,29,29,2,37,600,78
18/07/2015,33,33,2,38,500,73
18/07/2015,33,33,2,64,600,33
19/07/2015,34,34,2,29,500,58
